Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,month,day,Total_power_use
0.522,0.0,241.96,2.2,0,0,0,2,13,0
1.494,0.112,240.71,6.2,0,0,18,7,4,18
2.548,0.186,239.24,10.6,0,0,18,11,14,18
0.334,0.0,243.79,1.6,0,0,0,3,16,0
0.25,0.0,241.16,1.0,0,0,0,3,27,0
1.328,0.0,242.34,5.4,0,0,18,1,27,18
0.34,0.048,243.11,1.4,0,0,0,12,7,0
0.494,0.152,240.62,2.2,0,1,0,4,25,1
1.74,0.258,238.35,7.4,0,0,18,1,6,18
0.496,0.202,241.01,2.6,0,0,5,7,16,5
0.426,0.256,241.73,2.0,0,1,0,8,18,1
1.462,0.202,243.92,6.0,0,0,0,2,23,0
0.424,0.108,237.62,1.8,1,0,0,2,19,1
2.784,0.298,236.69,12.4,6,0,29,5,8,35
0.248,0.074,243.28,1.0,0,0,1,6,8,1
0.198,0.124,236.72,1.0,0,0,0,8,14,0
0.4,0.152,248.5,1.8,0,1,0,1,10,1
0.156,0.0,241.91,0.6,0,0,0,8,13,0
2.694,0.0,242.1,11.0,0,2,17,1,13,19
1.294,0.05,242.78,5.2,0,0,18,1,20,18
0.29,0.118,243.14,1.2,0,0,1,9,21,1
1.358,0.136,236.99,5.8,0,0,17,8,16,17
2.226,0.066,239.29,9.2,2,0,18,4,30,20
0.562,0.222,243.36,2.4,0,0,0,9,16,0
0.894,0.278,242.45,3.8,0,2,1,11,9,3
0.282,0.118,241.29,1.2,0,0,0,6,3,0
0.752,0.242,242.82,3.2,0,1,0,4,19,1
0.166,0.0,243.99,0.8,0,0,0,7,16,0
1.36,0.256,241.9,5.6,2,2,1,9,10,5
0.466,0.084,242.86,2.0,0,1,0,5,30,1
2.334,0.0,235.8,9.8,0,0,0,12,12,0
2.474,0.382,237.29,11.0,15,0,18,6,5,33
0.204,0.11,240.72,1.0,0,0,1,9,24,1
0.298,0.12,241.1,1.4,0,0,0,7,9,0
0.292,0.068,236.93,1.4,0,0,0,10,14,0
0.31,0.098,244.24,1.2,0,2,0,2,9,2
1.444,0.084,247.3,5.8,0,0,19,1,12,19
0.308,0.232,242.92,1.6,0,0,1,9,25,1
0.216,0.092,241.4,1.0,0,0,0,6,26,0
1.368,0.084,242.56,5.6,0,0,19,8,28,19
1.39,0.07,240.53,5.8,0,0,19,4,10,19
0.362,0.25,241.06,1.8,0,1,0,7,16,1
0.216,0.0,244.19,1.0,0,0,0,1,18,0
3.024,0.576,236.65,13.6,1,28,0,4,13,29
2.594,0.2,236.52,11.0,0,1,17,2,14,18
1.296,0.0,241.59,5.2,0,0,19,10,31,19
0.306,0.236,242.69,1.6,0,2,1,7,27,3
0.934,0.32,242.48,4.0,0,1,0,3,21,1
1.426,0.056,242.15,5.8,0,0,18,3,22,18
0.206,0.0,245.45,0.8,0,0,0,2,15,0
2.0,0.162,240.21,8.2,0,0,29,9,3,29
2.906,0.24,239.1,12.2,0,3,18,10,20,21
1.86,0.074,232.23,8.0,0,0,18,6,3,18
0.298,0.08,237.94,1.2,0,0,1,4,18,1
0.632,0.056,240.51,2.6,0,0,1,5,10,1
1.556,0.186,235.59,6.6,0,2,17,9,9,19
1.608,0.186,244.5,6.6,0,0,19,11,19,19
0.532,0.316,247.22,2.4,0,1,0,2,10,1
0.44,0.292,237.35,2.2,0,1,1,7,1,2
0.788,0.13,240.99,3.4,0,0,0,11,7,0
4.196,0.048,239.26,17.4,38,0,18,9,22,56
3.582,0.486,236.91,15.2,38,2,0,8,30,40
0.246,0.118,240.76,1.0,0,1,1,9,18,2
0.348,0.124,248.69,1.4,0,0,1,2,1,1
0.366,0.106,245.3,1.6,0,0,1,1,25,1
1.45,0.088,236.98,6.0,0,0,18,9,8,18
1.888,0.206,239.75,8.4,0,2,17,3,24,19
0.414,0.284,246.8,2.0,0,2,0,11,10,2
1.528,0.2,240.91,6.4,0,2,19,9,20,21
0.284,0.064,239.67,1.2,0,0,0,7,22,0
1.02,0.336,244.47,4.4,0,1,0,12,2,1
2.47,0.092,240.27,10.2,0,1,0,12,15,1
0.176,0.154,241.25,0.8,0,0,0,8,23,0
1.646,0.074,242.52,6.8,0,0,18,12,12,18
2.118,0.284,236.71,9.0,0,1,17,10,4,18
0.42,0.048,239.29,2.2,0,0,6,7,9,6
0.342,0.116,240.53,1.6,0,0,0,12,19,0
0.35,0.14,249.12,1.4,0,0,1,12,16,1
0.118,0.0,232.52,0.6,0,0,0,7,27,0
0.218,0.124,237.45,1.0,0,0,0,7,28,0
0.34,0.104,239.81,1.4,0,0,0,10,8,0
0.274,0.0,241.37,1.2,0,0,0,11,10,0
1.922,0.28,238.62,8.0,0,0,29,8,11,29
3.104,0.054,237.77,13.0,37,0,1,9,14,38
3.948,0.344,238.1,16.6,38,4,0,2,21,42
1.524,0.358,242.81,6.4,1,2,0,5,13,3
0.08,0.0,240.88,0.2,0,0,1,8,10,1
0.368,0.09,242.63,1.6,0,0,1,9,18,1
0.316,0.0,239.75,1.2,0,0,1,9,24,1
1.836,0.176,240.73,8.4,0,1,1,10,20,2
0.806,0.104,234.84,3.4,0,0,0,8,7,0
0.186,0.0,241.22,0.8,0,0,1,9,5,1
2.452,0.0,243.79,10.0,1,1,19,1,7,21
2.744,0.192,238.85,11.4,2,37,0,6,25,39
3.628,0.084,237.64,15.2,0,1,18,1,30,19
0.344,0.238,240.74,1.6,0,2,0,7,24,2
1.474,0.204,240.86,6.0,0,0,18,3,25,18
1.884,0.39,243.8,7.8,0,2,19,10,4,21
0.59,0.194,238.68,2.6,0,0,0,3,6,0
0.18,0.0,244.67,0.8,0,0,0,8,23,0
0.382,0.0,241.11,1.6,0,0,0,10,7,0
0.246,0.102,239.4,1.0,0,1,0,7,22,1
0.296,0.106,245.02,1.2,0,2,0,10,29,2
0.214,0.0,238.98,0.8,0,0,0,3,4,0
1.688,0.178,240.68,7.0,0,0,18,3,22,18
0.354,0.216,243.39,1.6,0,0,0,8,26,0
1.398,0.1,240.34,5.8,0,0,19,9,29,19
0.262,0.276,241.71,1.4,0,2,1,8,25,3
1.454,0.2,238.32,6.0,0,0,18,2,14,18
0.95,0.242,241.88,4.0,0,0,0,12,5,0
0.234,0.114,238.96,1.0,0,0,1,7,5,1
1.482,0.074,245.23,6.0,2,0,19,11,18,21
0.296,0.0,242.01,1.2,0,0,1,10,26,1
2.568,0.282,239.27,10.8,0,1,18,1,23,19
0.366,0.186,239.18,1.8,0,0,1,4,9,1
1.34,0.062,239.69,5.6,0,0,18,5,29,18
1.29,0.106,241.77,5.2,0,1,19,8,20,20
2.778,0.09,237.52,11.6,0,0,18,10,7,18
0.948,0.26,242.4,4.0,0,0,11,11,13,11
0.13,0.0,244.56,0.6,0,0,0,10,1,0
0.424,0.102,241.32,1.8,1,1,0,3,18,2
0.226,0.108,239.45,1.0,0,2,1,7,7,3
1.436,0.128,242.74,5.8,0,0,18,5,1,18
0.218,0.108,234.17,1.0,0,0,0,7,26,0
5.352,0.512,236.43,22.6,39,2,23,4,11,64
0.378,0.364,242.72,2.0,0,1,1,7,13,2
0.268,0.0,247.58,1.2,0,0,0,1,23,0
0.246,0.114,233.14,1.2,0,0,0,5,12,0
0.33,0.186,242.11,1.6,0,0,0,6,17,0
1.412,0.072,243.22,5.8,0,0,19,1,8,19
0.348,0.106,247.04,1.4,0,0,0,12,22,0
0.242,0.094,244.21,1.0,0,0,0,9,19,0
1.55,0.058,240.39,6.4,0,0,0,12,22,0
1.48,0.0,240.28,6.2,0,0,18,4,1,18
3.328,0.104,241.85,14.0,0,28,0,3,17,28
0.258,0.0,242.59,1.0,0,0,1,4,11,1
2.564,0.76,239.53,11.4,0,2,1,7,4,3
1.474,0.216,240.31,6.2,0,1,18,3,25,19
0.254,0.0,246.31,1.2,0,0,0,3,23,0
0.436,0.094,242.13,2.0,0,1,3,9,19,4
1.356,0.158,244.98,6.0,0,1,1,12,14,2
1.408,0.048,239.28,5.8,0,0,19,9,16,19
0.328,0.252,242.98,1.6,0,1,0,8,21,1
0.316,0.076,241.25,1.4,0,0,1,6,27,1
0.364,0.13,246.42,1.6,0,0,0,11,4,0
0.392,0.232,242.6,1.8,0,2,1,8,27,3
1.568,0.088,244.65,6.4,0,0,19,2,12,19
0.718,0.076,238.41,3.0,0,2,1,8,31,3
0.156,0.0,239.73,0.8,0,0,0,6,28,0
2.614,0.074,237.45,11.0,0,0,18,1,20,18
0.35,0.156,243.8,1.6,0,0,0,1,11,0
0.348,0.064,239.2,1.4,0,1,1,11,2,2
1.184,0.0,244.29,4.8,0,1,0,3,23,1
1.422,0.09,240.46,5.8,0,0,19,10,30,19
1.788,0.306,239.64,7.6,0,1,18,3,31,19
1.39,0.09,238.88,5.8,0,0,18,5,14,18
0.338,0.08,242.33,1.4,0,0,0,11,8,0
1.888,0.106,246.69,7.6,0,0,1,9,11,1
1.734,0.216,238.41,7.2,1,0,18,6,2,19
2.604,0.292,236.51,11.2,0,21,18,10,16,39
0.628,0.144,241.03,2.6,0,0,0,2,14,0
3.766,0.228,238.88,15.8,0,2,19,10,19,21
0.76,0.0,240.01,3.2,0,0,0,1,6,0
0.446,0.25,243.6,2.2,0,1,0,4,19,1
0.162,0.0,239.58,0.8,0,0,0,9,2,0
0.626,0.088,240.28,2.6,0,1,1,6,28,2
0.33,0.2,242.81,1.6,0,1,0,8,28,1
0.352,0.122,245.37,1.4,0,0,1,12,25,1
1.536,0.086,243.02,6.2,0,0,19,4,2,19
0.102,0.0,234.32,0.4,0,0,0,8,11,0
0.308,0.09,246.62,1.4,0,0,0,1,29,0
0.26,0.124,242.03,1.2,0,0,0,6,7,0
3.124,0.0,238.75,13.2,0,32,17,6,27,49
1.462,0.196,239.99,6.0,0,1,18,4,29,19
1.228,0.062,238.29,5.0,0,0,18,9,3,18
1.494,0.05,237.41,6.2,0,0,0,11,23,0
2.134,0.132,241.06,8.8,0,0,19,9,22,19
0.39,0.222,243.08,2.0,0,0,1,7,31,1
1.514,0.206,242.25,6.2,0,0,19,11,17,19
2.274,0.358,235.51,9.8,0,2,17,12,30,19
1.32,0.0,239.81,5.4,0,0,17,3,24,17
1.71,0.084,240.14,7.0,0,0,18,3,24,18
0.082,0.0,243.25,0.2,0,0,1,8,27,1
0.858,0.158,242.49,3.8,0,1,6,6,10,7
0.108,0.0,240.03,0.4,0,0,0,9,19,0
1.35,0.082,240.1,5.6,0,2,18,10,27,20
1.424,0.252,240.46,6.0,0,1,0,9,17,1
0.476,0.326,241.61,2.4,0,1,0,3,15,1
1.582,0.0,243.94,6.4,0,0,18,1,1,18
0.256,0.0,249.12,1.0,0,0,1,12,14,1
1.428,0.12,239.45,6.0,1,0,18,4,22,19
0.282,0.056,240.21,1.2,0,1,0,9,9,1
0.368,0.27,239.19,1.8,0,1,1,7,18,2
0.322,0.192,242.27,1.6,0,0,1,9,11,1
0.274,0.0,246.44,1.2,0,0,1,1,24,1
0.232,0.09,240.61,1.0,0,0,1,8,1,1
1.462,0.222,239.13,6.2,0,0,18,1,31,18
0.32,0.132,242.55,1.4,0,2,0,4,7,2
0.25,0.116,239.52,1.2,0,0,0,8,14,0
0.304,0.076,244.54,1.2,0,0,0,2,6,0
1.574,0.346,241.1,6.6,0,1,18,2,10,19
2.026,0.234,238.91,8.4,0,0,17,9,15,17
0.46,0.094,243.19,1.8,0,0,0,11,5,0
0.47,0.06,242.49,2.2,0,0,0,11,30,0
1.884,0.0,243.55,7.8,1,0,0,10,29,1
2.538,0.348,242.57,10.8,0,1,19,1,29,20
0.258,0.0,241.31,1.0,0,0,0,4,12,0
2.452,0.194,234.71,10.4,0,2,17,10,4,19
0.366,0.208,240.13,1.8,0,2,1,6,9,3
0.26,0.0,242.56,1.0,0,0,1,5,17,1
0.346,0.114,238.6,1.6,0,0,1,6,3,1
0.198,0.142,240.99,1.0,0,0,0,8,16,0
0.384,0.092,247.45,1.6,0,1,0,11,28,1
1.42,0.086,244.96,5.8,0,1,19,2,9,20
2.922,0.0,236.94,12.2,0,0,18,1,30,18
1.908,0.26,236.18,8.0,0,2,17,9,1,19
0.422,0.068,244.59,1.8,0,0,1,4,30,1
1.352,0.054,241.96,5.6,0,0,18,3,30,18
1.286,0.1,240.78,5.2,0,1,18,8,17,19
0.4,0.0,243.62,1.8,0,0,0,12,6,0
0.376,0.104,245.45,1.6,0,0,0,12,17,0
1.428,0.19,236.22,6.0,0,0,17,9,6,17
0.678,0.0,238.94,2.8,0,0,1,2,26,1
0.36,0.218,243.05,1.8,0,0,0,5,31,0
2.772,0.0,241.04,11.4,0,40,0,2,10,40
0.252,0.116,233.98,1.2,0,0,0,7,19,0
0.34,0.252,239.81,1.6,0,1,1,6,11,2
1.58,0.108,240.35,6.8,0,0,14,9,19,14
1.186,0.196,242.05,5.4,0,15,0,3,28,15
0.412,0.216,243.03,1.8,0,0,1,5,9,1
2.392,0.0,240.32,9.8,0,0,18,11,25,18
0.338,0.13,241.83,1.4,0,0,1,10,10,1
0.372,0.212,247.12,1.6,0,1,0,12,23,1
0.308,0.102,239.96,1.4,0,1,0,12,7,1
0.64,0.224,240.93,2.8,0,1,0,5,1,1
0.232,0.0,247.22,1.0,0,0,0,2,11,0
0.236,0.0,243.5,1.0,0,0,0,11,26,0
0.258,0.0,243.68,1.0,0,0,1,5,14,1
0.264,0.0,246.81,1.0,0,0,1,12,16,1
4.168,0.116,239.51,17.4,0,37,18,1,17,55
1.04,0.368,240.74,4.6,0,1,0,2,18,1
0.43,0.236,243.99,2.0,0,0,1,10,27,1
0.22,0.084,242.69,1.0,0,0,0,9,29,0
1.758,0.184,241.28,7.2,0,0,0,3,8,0
0.222,0.1,239.37,1.0,0,1,0,7,15,1
1.66,0.224,244.34,6.8,0,0,19,1,8,19
0.296,0.09,242.19,1.2,0,0,0,2,13,0
1.486,0.0,243.46,7.6,0,0,0,1,21,0
0.322,0.242,242.69,1.6,0,2,0,7,31,2
2.572,0.142,238.0,10.8,0,0,18,9,2,18
0.234,0.0,244.37,1.0,0,0,1,10,15,1
1.52,0.196,242.69,7.6,12,0,0,1,11,12
0.99,0.294,239.31,4.2,0,0,11,10,2,11
0.634,0.0,246.04,2.6,0,0,0,1,6,0
4.07,0.308,236.77,17.2,0,1,0,10,19,1
0.312,0.214,240.42,1.6,0,0,1,6,18,1
1.058,0.252,240.81,4.6,0,0,9,7,13,9
1.35,0.088,238.37,5.6,0,0,18,1,30,18
1.996,0.06,236.17,8.4,0,0,18,5,28,18
0.332,0.21,238.23,1.6,0,1,0,4,17,1
0.226,0.0,242.97,1.0,1,0,1,7,21,2
2.238,0.446,242.36,9.4,0,2,1,5,2,3
1.39,0.0,244.55,5.6,0,0,18,1,12,18
1.162,0.126,236.62,6.0,11,0,0,5,28,11
0.082,0.0,241.57,0.2,0,0,1,8,20,1
2.5,0.106,237.18,10.4,0,0,17,1,4,17
1.412,0.06,239.89,5.8,0,0,18,5,10,18
0.542,0.224,243.95,2.4,0,0,1,9,22,1
0.864,0.144,239.63,3.6,0,0,0,9,11,0
0.254,0.0,241.15,1.0,0,0,0,3,2,0
1.12,0.39,246.66,4.8,0,0,0,11,30,0
0.434,0.104,242.62,1.8,0,0,0,5,18,0
0.92,0.094,243.99,3.8,0,0,0,1,8,0
0.24,0.0,240.85,1.0,0,0,1,10,16,1
1.386,0.184,236.88,5.8,0,1,18,6,17,19
2.81,0.0,238.95,11.8,0,0,17,3,15,17
0.312,0.236,242.4,1.6,0,2,1,7,15,3
0.356,0.088,242.92,1.4,0,0,0,2,23,0
0.176,0.152,240.99,0.8,0,0,1,8,9,1
1.318,0.0,238.52,5.4,0,0,19,4,17,19
1.526,0.338,241.55,6.6,0,1,0,3,21,1
1.786,0.062,239.06,7.4,0,0,18,9,21,18
1.062,0.102,239.42,5.2,0,0,1,4,11,1
3.014,0.218,240.41,12.6,1,2,29,5,11,32
1.166,0.086,239.18,4.8,0,0,1,10,9,1
3.5,0.176,230.6,15.2,0,34,17,2,21,51
0.22,0.0,241.3,1.0,0,0,0,2,2,0
0.222,0.0,241.06,1.0,0,0,0,1,13,0
0.328,0.058,240.22,1.4,0,0,0,10,20,0
0.414,0.304,240.58,2.0,0,1,1,9,22,2
0.55,0.0,243.12,2.2,0,0,0,3,22,0
0.274,0.0,244.82,1.2,0,0,0,4,6,0
4.766,0.098,236.48,20.0,0,16,18,10,18,34
0.272,0.098,243.42,1.2,0,1,1,9,4,2
0.236,0.0,236.64,1.0,0,0,0,5,4,0
2.874,0.52,242.27,12.0,1,2,30,11,29,33
1.43,0.1,241.25,5.8,0,0,18,4,6,18
2.542,0.0,237.88,10.6,0,0,17,12,19,17
0.194,0.092,235.99,0.8,0,2,0,7,20,2
0.258,0.256,241.09,1.4,0,0,0,8,22,0
0.416,0.208,239.19,1.8,0,0,0,4,30,0
0.666,0.124,240.46,2.8,0,0,0,2,5,0
0.39,0.05,242.78,1.8,0,0,0,1,12,0
1.958,0.366,234.37,8.4,0,0,16,5,25,16
0.362,0.07,243.81,1.6,0,0,0,11,21,0
2.6,0.098,234.38,11.0,0,0,17,1,5,17
0.31,0.1,243.14,1.2,0,1,0,2,13,1
0.218,0.062,245.55,1.0,0,0,0,1,1,0
0.35,0.222,241.8,1.6,0,0,1,9,17,1
0.396,0.186,244.73,1.8,0,0,1,1,15,1
0.248,0.082,239.93,1.2,0,0,1,7,31,1
0.4,0.0,243.73,1.6,0,0,1,11,23,1
5.058,0.0,233.54,21.6,37,0,17,3,1,54
0.484,0.314,240.92,2.4,0,2,1,10,18,3
0.396,0.342,241.93,2.2,0,1,1,5,20,2
0.35,0.108,241.54,1.4,0,0,1,5,5,1
0.16,0.138,239.32,0.8,0,1,1,8,21,2
0.222,0.0,242.75,1.0,0,0,0,11,17,0
3.224,0.062,236.04,13.6,0,0,17,1,13,17
0.268,0.072,239.07,1.2,0,2,1,6,2,3
0.128,0.0,239.99,0.6,0,0,0,7,5,0
1.13,0.052,243.73,4.6,0,0,0,1,8,0
2.892,0.0,237.5,12.0,0,0,18,9,23,18
3.44,0.104,237.83,14.4,0,2,17,12,26,19
0.34,0.122,242.18,1.4,0,2,0,12,16,2
5.29,0.388,233.94,23.0,35,27,17,10,11,79
0.31,0.062,241.61,1.2,0,0,0,2,22,0
0.21,0.068,240.61,0.8,0,0,0,9,5,0
2.914,0.246,238.22,12.2,1,17,18,6,7,36
2.322,0.14,232.44,10.0,0,1,17,10,12,18
0.236,0.12,236.38,1.2,0,0,0,8,14,0
0.302,0.09,241.19,1.4,0,2,0,8,31,2
1.402,0.064,232.48,6.0,0,1,17,6,3,18
0.176,0.082,232.7,0.8,0,0,0,7,29,0
0.374,0.332,238.49,2.0,0,1,0,6,22,1
0.55,0.086,241.98,2.2,0,0,1,5,27,1
0.27,0.068,241.08,1.2,0,1,0,10,1,1
0.35,0.0,243.1,1.4,0,0,1,3,25,1
0.398,0.204,244.32,1.8,0,0,0,12,29,0
0.382,0.12,248.07,1.6,0,0,0,1,24,0
0.346,0.08,242.13,1.4,0,1,1,2,24,2
2.294,0.518,242.52,9.8,0,0,18,12,16,18
0.524,0.358,248.74,2.6,0,2,0,3,7,2
0.298,0.202,240.71,1.4,0,1,0,7,10,1
1.424,0.188,238.21,6.0,0,0,17,10,17,17
0.93,0.096,237.34,4.0,0,0,0,7,11,0
2.314,0.476,242.25,10.0,0,0,19,4,20,19
0.718,0.27,240.18,3.4,0,0,5,8,20,5
0.134,0.0,243.91,0.6,0,0,0,7,24,0
0.324,0.262,242.46,1.6,0,1,1,7,25,2
1.288,0.052,238.06,5.4,0,0,17,4,5,17
0.212,0.0,247.86,0.8,0,0,0,1,15,0
0.326,0.102,245.08,1.4,0,0,0,3,27,0
1.532,0.318,239.9,6.4,0,0,18,6,24,18
0.258,0.262,237.71,1.4,0,2,0,8,9,2
0.924,0.366,240.18,4.0,0,0,12,8,30,12
2.202,0.106,241.9,9.0,0,0,0,3,28,0
0.272,0.16,241.41,1.2,0,0,1,9,18,1
0.32,0.238,241.86,1.6,0,1,0,7,9,1
0.218,0.0,244.79,0.8,0,0,0,4,3,0
0.408,0.236,242.94,1.8,0,2,1,11,1,3
2.55,0.0,237.99,10.6,0,1,18,9,22,19
0.178,0.154,241.66,0.8,0,0,1,8,19,1
2.152,0.464,237.04,9.4,0,0,18,5,28,18
0.274,0.0,244.7,1.0,0,0,0,12,27,0
3.234,0.048,241.25,14.0,25,0,18,1,22,43
2.3,0.242,239.16,9.6,0,0,19,5,28,19
0.216,0.078,226.87,1.0,0,0,0,7,18,0
2.1,0.216,238.28,8.8,1,0,17,1,16,18
1.172,0.05,231.96,5.0,0,0,17,5,10,17
0.616,0.228,239.16,2.8,0,0,1,5,30,1
0.28,0.166,244.35,1.2,0,0,0,5,25,0
1.518,0.16,243.97,6.2,0,0,18,12,28,18
0.202,0.12,235.34,1.0,0,0,0,8,9,0
0.08,0.0,239.63,0.2,0,0,1,8,25,1
0.796,0.272,240.05,3.6,0,0,0,5,18,0
0.68,0.112,246.88,2.8,0,0,1,1,11,1
1.328,0.118,238.38,5.6,0,1,18,1,12,19
0.354,0.072,241.55,1.4,0,1,0,11,29,1
0.406,0.334,240.17,2.2,0,1,1,9,5,2
0.506,0.22,238.95,2.2,0,2,0,5,22,2
0.784,0.0,239.18,3.2,0,0,1,10,4,1
0.08,0.0,239.4,0.2,0,0,0,8,13,0
0.078,0.0,236.7,0.2,0,0,0,8,27,0
0.308,0.252,242.48,1.6,0,0,0,7,6,0
0.76,0.19,239.34,3.2,0,0,1,5,23,1
0.788,0.306,242.41,3.4,0,0,0,4,24,0
3.534,0.054,230.28,15.2,35,0,0,5,8,35
0.276,0.0,242.53,1.2,0,0,0,2,24,0
0.252,0.13,240.66,1.2,0,0,1,5,24,1
1.932,0.096,239.84,8.0,1,0,18,6,17,19
1.614,0.072,239.81,6.6,0,0,18,9,10,18
0.268,0.086,242.07,1.2,0,0,0,8,31,0
2.09,0.0,239.18,8.6,0,0,17,2,2,17
2.346,0.0,243.97,9.8,0,0,0,1,28,0
1.556,0.0,239.8,6.4,0,0,0,3,12,0
1.83,0.062,240.19,7.6,2,0,17,11,21,19
0.38,0.142,242.61,1.6,0,0,1,3,17,1
0.41,0.226,243.22,1.8,0,1,1,10,4,2
0.504,0.306,238.76,2.4,0,1,0,7,9,1
0.27,0.0,247.53,1.2,0,0,0,1,23,0
1.466,0.11,242.39,6.0,0,0,19,12,1,19
0.178,0.11,241.22,0.8,0,0,0,8,15,0
0.372,0.264,242.65,1.8,0,1,0,8,25,1
1.858,0.334,238.31,7.8,0,0,18,3,13,18
1.74,0.134,240.64,7.2,2,0,19,11,22,21
0.148,0.0,235.48,0.8,0,0,0,7,25,0
0.212,0.0,239.84,0.8,0,0,0,2,25,0
2.996,0.202,245.49,12.2,40,1,0,10,4,41
1.38,0.06,247.03,5.6,0,0,19,2,15,19
0.214,0.0,239.51,1.0,0,0,0,7,7,0
1.866,0.0,240.51,7.6,0,0,0,12,27,0
0.954,0.412,243.13,4.2,0,0,1,1,23,1
0.338,0.0,241.98,1.6,0,0,0,4,7,0
0.392,0.198,243.15,1.8,0,1,0,11,25,1
1.392,0.076,240.28,5.8,0,0,18,3,18,18
3.962,0.188,236.18,17.2,0,0,17,8,29,17
0.172,0.0,241.7,0.8,0,0,1,5,31,1
0.474,0.0,241.18,2.0,0,0,0,7,9,0
0.662,0.06,240.41,2.6,0,1,1,4,29,2
1.11,0.254,242.43,4.6,0,2,1,9,12,3
3.67,0.172,238.51,15.4,38,0,0,6,21,38
1.956,0.0,243.05,8.0,0,0,18,2,5,18
0.344,0.216,241.82,1.8,0,0,0,6,11,0
4.114,0.432,231.58,18.2,21,20,16,5,27,57
0.22,0.0,243.8,0.8,0,0,0,3,31,0
0.3,0.108,242.45,1.2,0,1,0,3,27,1
0.212,0.062,239.96,0.8,0,0,0,12,11,0
0.952,0.524,234.29,4.6,0,0,0,5,14,0
0.794,0.158,240.01,3.4,0,2,1,4,13,3
0.23,0.136,243.88,1.0,0,2,1,7,26,3
0.442,0.226,242.99,2.0,0,0,1,4,25,1
6.838,0.416,230.79,29.8,43,0,16,1,26,59
0.46,0.066,241.55,2.0,0,0,0,5,6,0
0.394,0.054,244.41,1.6,0,2,1,4,20,3
0.36,0.186,244.76,1.6,0,0,0,3,22,0
1.322,0.0,242.54,5.4,0,1,18,11,16,19
0.386,0.14,242.05,1.8,0,0,0,5,29,0
0.446,0.166,243.61,1.8,0,0,1,9,30,1
0.312,0.096,243.79,1.2,0,2,0,1,11,2
0.778,0.08,241.65,3.2,0,1,0,3,16,1
1.964,0.386,247.17,8.0,0,0,19,12,11,19
0.14,0.0,240.05,0.6,0,0,0,9,5,0
0.754,0.066,240.66,3.0,0,0,0,1,6,0
1.298,0.202,244.71,5.4,0,0,0,10,7,0
0.242,0.0,242.52,1.0,0,0,0,2,18,0
0.142,0.052,234.54,0.6,0,0,0,8,5,0
0.388,0.172,239.34,1.8,0,0,0,10,15,0
3.16,0.35,238.06,13.6,0,27,18,6,12,45
0.344,0.132,247.59,1.4,0,0,0,12,16,0
1.436,0.142,237.55,6.2,0,0,6,1,16,6
0.226,0.0,243.24,0.8,0,0,1,10,12,1
1.298,0.0,242.01,5.2,0,0,18,3,27,18
0.236,0.12,241.27,1.0,0,2,1,8,17,3
0.308,0.076,244.41,1.2,0,0,1,4,9,1
0.39,0.114,247.9,1.8,0,1,0,3,8,1
0.596,0.084,240.18,2.4,0,0,1,10,5,1
2.514,0.28,237.05,10.6,0,18,18,4,13,36
1.808,0.0,237.41,8.6,0,0,18,9,19,18
0.154,0.0,240.37,0.6,0,0,0,7,29,0
2.352,0.084,238.14,9.8,0,1,17,11,9,18
0.138,0.0,242.44,0.6,0,0,0,8,4,0
0.228,0.0,244.78,0.8,0,0,1,11,6,1
0.166,0.092,239.45,0.8,0,1,0,6,18,1
0.492,0.0,241.61,2.4,0,0,2,4,22,2
1.266,0.16,241.92,5.4,0,0,1,10,1,1
0.444,0.174,241.71,2.0,0,0,1,10,8,1
0.326,0.108,244.51,1.4,0,0,0,10,12,0
1.954,0.326,240.45,8.2,0,0,29,8,12,29
0.386,0.068,246.21,1.6,0,0,0,12,24,0
0.53,0.188,241.96,2.2,0,0,0,8,18,0
1.328,0.048,242.73,5.4,0,0,19,11,19,19
1.232,0.0,239.23,5.0,0,0,19,7,14,19
1.354,0.05,243.05,5.6,0,0,19,2,12,19
0.226,0.0,244.4,1.0,0,0,0,1,8,0
0.436,0.184,241.96,1.8,0,0,1,12,11,1
0.272,0.226,240.4,1.4,0,1,1,7,20,2
6.004,0.258,235.47,25.6,0,37,17,3,31,54
0.212,0.07,233.74,1.0,0,2,0,4,24,2
0.824,0.0,240.58,3.4,0,0,1,10,10,1
0.356,0.086,238.26,1.6,0,0,0,9,28,0
0.256,0.0,245.09,1.0,0,0,0,4,25,0
1.148,0.088,240.68,4.8,0,0,0,5,11,0
0.404,0.208,241.19,2.0,0,2,0,12,31,2
2.002,0.282,237.39,8.4,0,0,29,6,27,29
0.182,0.074,241.02,0.8,0,0,0,9,19,0
1.354,0.064,237.95,5.6,0,1,17,5,15,18
3.478,0.508,234.45,15.0,38,1,11,10,6,50
1.668,0.096,246.29,6.8,0,0,0,1,20,0
0.36,0.182,236.96,1.8,0,2,0,7,7,2
1.25,0.148,239.92,5.2,0,0,1,1,22,1
3.932,0.49,236.66,17.2,36,1,17,6,6,54
0.314,0.0,239.94,1.4,0,0,0,10,7,0
0.496,0.078,238.17,2.2,0,0,0,1,30,0
0.266,0.102,243.03,1.2,0,0,1,7,9,1
0.464,0.0,239.88,2.0,1,0,0,2,28,1
0.228,0.0,242.14,1.0,0,0,0,1,9,0
